model,noise_type,noise_level,fold,train_size,val_size,actual_noise_pct,runtime_seconds,accuracy,f1_macro,f1_weighted,precision_class_0,recall_class_0,f1_class_0,support_class_0,precision_class_1,recall_class_1,f1_class_1,support_class_1,precision_class_2,recall_class_2,f1_class_2,support_class_2,precision_class_3,recall_class_3,f1_class_3,support_class_3,precision_class_4,recall_class_4,f1_class_4,support_class_4,precision_class_5,recall_class_5,f1_class_5,support_class_5,precision_class_6,recall_class_6,f1_class_6,support_class_6
XGBoost,asymmetric,0.0,2,278885,69721,0.0,34.61720657348633,0.9614033074683381,0.937935776536299,0.9613182513475282,0.9631243316037549,0.9565320011014515,0.959816846925081,25421,0.9620065214859672,0.9719672902694435,0.9669612548285146,33996,0.9633776533706555,0.9627039627039627,0.963040690218025,4290,0.8942598187311178,0.896969696969697,0.8956127080181543,330,0.9298245614035088,0.8375768217734855,0.8812933025404157,1139,0.9401750972762646,0.9275431861804223,0.9338164251207729,2084,0.9719703215169002,0.9581470946769606,0.9650092081031307,2461
XGBoost,asymmetric,0.0,3,278885,69721,0.0,34.708948612213135,0.9606861634227851,0.9363734112630089,0.9605752414448124,0.967169901749341,0.9525982455450218,0.9598287718741949,25421,0.9589390166213008,0.9741146017178491,0.966467240624544,33996,0.9584500466853408,0.9571095571095571,0.9577793328668066,4290,0.917981072555205,0.8818181818181818,0.8995363214837713,330,0.9327398615232443,0.8279192273924495,0.8772093023255814,1139,0.9289855072463769,0.9227447216890595,0.9258545979778526,2084,0.9667612484799352,0.9691182446160097,0.9679383116883117,2461
XGBoost,asymmetric,0.0,4,278885,69721,0.0,34.661404609680176,0.959954676496321,0.9337574083899371,0.9598636897850128,0.9637663885578069,0.9542879622344611,0.9590037556829413,25420,0.9597896510648188,0.9717319684668785,0.9657238909595849,33996,0.9560083352627923,0.9622465625728268,0.9591173054587688,4291,0.9038461538461539,0.8545454545454545,0.8785046728971962,330,0.9232981783317353,0.845478489903424,0.8826764436296975,1139,0.9408023483365949,0.9227447216890595,0.9316860465116279,2084,0.9689312344656172,0.950426655830963,0.9595897435897436,2461
XGBoost,asymmetric,0.1,0,278884,69722,10.010255159851408,38.4158399105072,0.9431312928487422,0.9032224420952076,0.9429510613327403,0.9612768398623176,0.9228197159828488,0.9416557952834922,25421,0.9365268780543243,0.9695846570184727,0.9527691062550584,33996,0.9115539632781012,0.9487298997902587,0.9297704693388147,4291,0.7911764705882353,0.8151515151515152,0.8029850746268656,330,0.9141716566866267,0.8042142230026339,0.8556749182624942,1139,0.9186104218362283,0.8881957773512476,0.903147109050988,2084,0.9695519791213572,0.9057293783015035,0.9365546218487395,2461
XGBoost,asymmetric,0.1,1,278885,69721,10.013804973376123,39.661847829818726,0.9455257382997949,0.9103305075007663,0.9453949490114305,0.9637177959485557,0.9226230282050273,0.9427227782467141,25421,0.9385092108255629,0.9710848335098247,0.9545191696061991,33996,0.9274101213647813,0.9440559440559441,0.935659004273998,4290,0.7762430939226519,0.8541033434650456,0.8133140376266281,329,0.91796875,0.8252853380158033,0.8691631992602866,1139,0.916828793774319,0.904510556621881,0.9106280193236715,2084,0.9587328053355565,0.934199837530463,0.9463073441678667,2462
XGBoost,asymmetric,0.1,2,278885,69721,10.05181347150259,39.762739181518555,0.9432165344731143,0.9093008422324568,0.943032134007027,0.9582226219188161,0.9221116399826915,0.939820383289231,25421,0.9356304860381217,0.9688492763854571,0.9519501726903568,33996,0.9295324971493729,0.9501165501165502,0.9397118155619597,4290,0.7894736842105263,0.8636363636363636,0.8248914616497829,330,0.9191919191919192,0.7989464442493416,0.8548614372945045,1139,0.9311377245508982,0.8953934740882917,0.9129158512720157,2084,0.9706263498920087,0.9130434782608695,0.9409547738693468,2461
XGBoost,asymmetric,0.1,3,278885,69721,10.024562095487386,39.47732424736023,0.9448803086587972,0.9063363531987682,0.9447030563480784,0.9638855829605614,0.9239211675386492,0.9434803567124609,25421,0.9373154667272314,0.9711730791857865,0.9539439468361746,33996,0.9196185286103542,0.9440559440559441,0.9316770186335404,4290,0.7640750670241286,0.8636363636363636,0.8108108108108109,330,0.9351464435146444,0.7848990342405618,0.8534606205250597,1139,0.919106699751861,0.8886756238003839,0.9036350329348621,2084,0.963056255247691,0.9321414059325478,0.9473466859384679,2461
XGBoost,asymmetric,0.1,4,278885,69721,9.96503935313839,39.51645851135254,0.9429870483785373,0.903548830249513,0.942823181545022,0.9597987894650745,0.9232494099134539,0.9411693936477382,25420,0.937060748328354,0.9687316154841746,0.9526330252672076,33996,0.9175911251980983,0.9445350734094616,0.9308681672025724,4291,0.7793696275071633,0.8242424242424242,0.801178203240059,330,0.9080234833659491,0.8147497805092186,0.8588616381304951,1139,0.9257400903161064,0.8853166986564299,0.9050772626931567,2084,0.9586000853606488,0.9126371393742381,0.9350541215653622,2461
XGBoost,asymmetric,0.2,0,278884,69722,20.01082887508785,39.248953342437744,0.9162818048822466,0.8480031181126044,0.9162012725303157,0.9584550610070459,0.877581527083907,0.9162371398648788,25421,0.9052727624630188,0.9630838922226145,0.933283924575631,33996,0.8291859974694222,0.9163365182941039,0.8705856304660688,4291,0.5412474849094567,0.8151515151515152,0.6505441354292624,330,0.9117647058823529,0.7348551360842844,0.8138065143412737,1139,0.9064449064449065,0.836852207293666,0.8702594810379242,2084,0.9340309372156506,0.8342137342543682,0.8813050010731917,2461
XGBoost,asymmetric,0.2,1,278885,69721,20.00501999031859,40.33720302581787,0.919895010111731,0.858075108142134,0.9198394997234877,0.9596214781193799,0.8815939577514653,0.9189543823680164,25421,0.9099164144289245,0.9638486880809507,0.9361063893610639,33996,0.8408023900981647,0.9184149184149184,0.8778966131907309,4290,0.5678496868475992,0.8267477203647416,0.6732673267326733,329,0.9311440677966102,0.771729587357331,0.843975036005761,1139,0.8907692307692308,0.8334932821497121,0.8611799702528508,2084,0.9272964736612973,0.8651502843216897,0.8951460390838412,2462
XGBoost,asymmetric,0.2,2,278885,69721,19.986015741255354,40.35782980918884,0.9156925460047906,0.8497755515459876,0.915582104341766,0.9549217242118808,0.8758113370835137,0.9136572554169402,25421,0.9042667920249979,0.9619072832097894,0.9321968671161219,33996,0.851304347826087,0.9128205128205128,0.8809898762654668,4290,0.5381526104417671,0.8121212121212121,0.6473429951690821,330,0.9017951425554382,0.7497805092186128,0.8187919463087249,1139,0.9002057613168725,0.8397312859884837,0.8689175769612711,2084,0.927240461401952,0.8492482730597318,0.8865323435843054,2461
XGBoost,asymmetric,0.2,3,278885,69721,19.961991501873534,40.203983306884766,0.9168112907158532,0.8519240088583299,0.9166749306800566,0.9585429837010279,0.876794775972621,0.9158482968319842,25421,0.9052395954236445,0.9635545358277444,0.9334872189450286,33996,0.839666951323655,0.9167832167832168,0.8765322041453086,4290,0.5571142284569138,0.8424242424242424,0.6706875753920386,330,0.9244444444444444,0.7304653204565408,0.8160863168219715,1139,0.8964267219057483,0.8306142034548945,0.862266500622665,2084,0.9263668430335097,0.8537180008126778,0.8885599492493127,2461
XGBoost,asymmetric,0.2,4,278885,69721,20.058805600874912,40.36477994918823,0.9154056883865693,0.8475225451343081,0.915377516319728,0.9557651093013287,0.877183320220299,0.9147897435897436,25420,0.9059802969335369,0.9603188610424755,0.9323585269380703,33996,0.8324485028668507,0.9135399673735726,0.8711111111111111,4291,0.536,0.8121212121212121,0.6457831325301204,330,0.9016042780748663,0.7401229148375769,0.8129218900675024,1139,0.8936927772126144,0.8430902111324377,0.8676543209876543,2084,0.9305431878895815,0.8492482730597318,0.888039090715955,2461
XGBoost,asymmetric,0.3,0,278884,69722,30.056224093171352,39.50945997238159,0.8573477525027968,0.7487069965236212,0.859066854542291,0.9503910298690286,0.7935565083985681,0.8649216455506249,25421,0.8515179244267413,0.9306683139192846,0.889335507083427,33996,0.6387953941541187,0.840363551619669,0.7258454106280193,4291,0.31203931203931207,0.7696969696969697,0.44405594405594406,330,0.8766006984866124,0.6611062335381914,0.7537537537537538,1139,0.8343524180100056,0.7202495201535508,0.7731135719804275,2084,0.832208726945569,0.7517269402681837,0.7899231426131511,2461
XGBoost,asymmetric,0.3,1,278885,69721,30.041056349391326,40.435962438583374,0.8604867973781214,0.7560613113696206,0.8622097356329821,0.9536408224863233,0.7954447110656544,0.8673887399463807,25421,0.8530843937478142,0.9327567949170491,0.8911433670099906,33996,0.6446827524575514,0.8407925407925408,0.7297926150733435,4290,0.31907090464547677,0.7933130699088146,0.45510026155187444,329,0.8918269230769231,0.6514486391571555,0.7529173008625063,1139,0.8299894403379092,0.7543186180422264,0.7903469079939668,2084,0.8522881739918441,0.7640129975629569,0.8057399871492825,2462
XGBoost,asymmetric,0.3,2,278885,69721,29.96503935313839,40.67596912384033,0.8575034781486209,0.7540442157944091,0.8588266255773545,0.9496191872841667,0.7896620903977026,0.8622852233676976,25421,0.8487895117831578,0.9312566184256972,0.8881127708815485,33996,0.6484708392603129,0.8501165501165501,0.7357272543877346,4290,0.3358395989974937,0.8121212121212121,0.475177304964539,330,0.8901808785529716,0.6049165935030729,0.7203345530580241,1139,0.8263157894736842,0.753358925143954,0.7881526104417671,2084,0.8591678097850938,0.7635107679804958,0.8085197934595525,2461
