dataset,condition,fold,method,f1,noise_type,noise_level
pendigits,symmetric_10,4,DAS,0.988136723925824,symmetric,10
pendigits,symmetric_20,0,DAS,0.9810549450154696,symmetric,20
pendigits,symmetric_20,1,DAS,0.9850139801623272,symmetric,20
pendigits,symmetric_20,2,DAS,0.9855867027224324,symmetric,20
pendigits,symmetric_20,3,DAS,0.9815630804170418,symmetric,20
pendigits,symmetric_20,4,DAS,0.976516194367435,symmetric,20
pendigits,symmetric_30,0,DAS,0.9795554301917396,symmetric,30
pendigits,symmetric_30,1,DAS,0.9667700400572606,symmetric,30
pendigits,symmetric_30,2,DAS,0.968303305839445,symmetric,30
pendigits,symmetric_30,3,DAS,0.9712171083295088,symmetric,30
pendigits,symmetric_30,4,DAS,0.9620572592721016,symmetric,30
pendigits,symmetric_40,0,DAS,0.953161107035549,symmetric,40
pendigits,symmetric_40,1,DAS,0.9392565510536824,symmetric,40
pendigits,symmetric_40,2,DAS,0.9402411178537268,symmetric,40
pendigits,symmetric_40,3,DAS,0.9505864224756768,symmetric,40
pendigits,symmetric_40,4,DAS,0.9437399865931828,symmetric,40
satimage,asymmetric_10,0,DAS,0.895944986055063,asymmetric,10
satimage,asymmetric_10,1,DAS,0.8613439912126742,asymmetric,10
satimage,asymmetric_10,2,DAS,0.8893661351498761,asymmetric,10
satimage,asymmetric_10,3,DAS,0.8843421788789678,asymmetric,10
satimage,asymmetric_10,4,DAS,0.8926557013691525,asymmetric,10
satimage,asymmetric_20,0,DAS,0.8758945916443178,asymmetric,20
satimage,asymmetric_20,1,DAS,0.8404010843857855,asymmetric,20
satimage,asymmetric_20,2,DAS,0.8645927295436996,asymmetric,20
satimage,asymmetric_20,3,DAS,0.8481735707127918,asymmetric,20
satimage,asymmetric_20,4,DAS,0.8747084410357368,asymmetric,20
satimage,asymmetric_30,0,DAS,0.8364327371759194,asymmetric,30
satimage,asymmetric_30,1,DAS,0.7794568618888412,asymmetric,30
satimage,asymmetric_30,2,DAS,0.8127407323757644,asymmetric,30
satimage,asymmetric_30,3,DAS,0.8284041771303529,asymmetric,30
satimage,asymmetric_30,4,DAS,0.8576763263343622,asymmetric,30
satimage,asymmetric_40,0,DAS,0.7644812300840398,asymmetric,40
satimage,asymmetric_40,1,DAS,0.6923694764605436,asymmetric,40
satimage,asymmetric_40,2,DAS,0.764707247183532,asymmetric,40
satimage,asymmetric_40,3,DAS,0.7030659210592741,asymmetric,40
satimage,asymmetric_40,4,DAS,0.7535965751966874,asymmetric,40
satimage,clean_0,0,DAS,0.9030014268642684,clean,0
satimage,clean_0,1,DAS,0.8786636244342353,clean,0
satimage,clean_0,2,DAS,0.8965515666966869,clean,0
satimage,clean_0,3,DAS,0.9084851082755246,clean,0
satimage,clean_0,4,DAS,0.9039231039868412,clean,0
satimage,pairflip_40,0,DAS,0.8189254225251301,pairflip,40
satimage,pairflip_40,1,DAS,0.7318730044675824,pairflip,40
satimage,pairflip_40,2,DAS,0.795467341844398,pairflip,40
satimage,pairflip_40,3,DAS,0.7817633297403601,pairflip,40
satimage,pairflip_40,4,DAS,0.7431222732381942,pairflip,40
satimage,symmetric_10,0,DAS,0.8932727196310735,symmetric,10
satimage,symmetric_10,1,DAS,0.8862121469805823,symmetric,10
satimage,symmetric_10,2,DAS,0.8874438324321372,symmetric,10
satimage,symmetric_10,3,DAS,0.8891305938194143,symmetric,10
satimage,symmetric_10,4,DAS,0.9065498386869236,symmetric,10
satimage,symmetric_20,0,DAS,0.8878883269981109,symmetric,20
satimage,symmetric_20,1,DAS,0.8562475260715011,symmetric,20
satimage,symmetric_20,2,DAS,0.8701395945638014,symmetric,20
satimage,symmetric_20,3,DAS,0.8942730318931318,symmetric,20
satimage,symmetric_20,4,DAS,0.9019431218271882,symmetric,20
satimage,symmetric_30,0,DAS,0.8764408162853394,symmetric,30
satimage,symmetric_30,1,DAS,0.8508966009301876,symmetric,30
satimage,symmetric_30,2,DAS,0.8709008883387024,symmetric,30
satimage,symmetric_30,3,DAS,0.8835948251647956,symmetric,30
satimage,symmetric_30,4,DAS,0.8949691415880503,symmetric,30
satimage,symmetric_40,0,DAS,0.8604876974043499,symmetric,40
satimage,symmetric_40,1,DAS,0.8401240883703941,symmetric,40
satimage,symmetric_40,2,DAS,0.8579413387426987,symmetric,40
satimage,symmetric_40,3,DAS,0.8482929268848896,symmetric,40
satimage,symmetric_40,4,DAS,0.8593930074056985,symmetric,40
shuttle,asymmetric_10,0,DAS,0.8921457369913114,asymmetric,10
shuttle,asymmetric_10,1,DAS,0.9118090231723868,asymmetric,10
shuttle,asymmetric_10,2,DAS,0.872950226236117,asymmetric,10
shuttle,asymmetric_10,3,DAS,0.9307642978221284,asymmetric,10
shuttle,asymmetric_10,4,DAS,0.9010577716911052,asymmetric,10
shuttle,asymmetric_20,0,DAS,0.7410820144261436,asymmetric,20
shuttle,asymmetric_20,1,DAS,0.7420728726854656,asymmetric,20
shuttle,asymmetric_20,2,DAS,0.8341663853470533,asymmetric,20
shuttle,asymmetric_20,3,DAS,0.8369979317368803,asymmetric,20
shuttle,asymmetric_20,4,DAS,0.7897035854853391,asymmetric,20
shuttle,asymmetric_30,0,DAS,0.7569387884531932,asymmetric,30
shuttle,asymmetric_30,1,DAS,0.7589803449508234,asymmetric,30
shuttle,asymmetric_30,2,DAS,0.7850010647831984,asymmetric,30
shuttle,asymmetric_30,3,DAS,0.8076559051504029,asymmetric,30
shuttle,asymmetric_30,4,DAS,0.788707845848604,asymmetric,30
shuttle,asymmetric_40,0,DAS,0.757572355593426,asymmetric,40
shuttle,asymmetric_40,1,DAS,0.8064635079212648,asymmetric,40
shuttle,asymmetric_40,2,DAS,0.8314580910241164,asymmetric,40
shuttle,asymmetric_40,3,DAS,0.8136701275426911,asymmetric,40
shuttle,asymmetric_40,4,DAS,0.8154940811169202,asymmetric,40
shuttle,clean_0,0,DAS,0.9465662021389092,clean,0
shuttle,clean_0,1,DAS,0.946565963756053,clean,0
shuttle,clean_0,2,DAS,0.9428573105878152,clean,0
shuttle,clean_0,3,DAS,0.9369454797885866,clean,0
shuttle,clean_0,4,DAS,0.9521226497834048,clean,0
shuttle,pairflip_40,0,DAS,0.6926701153707066,pairflip,40
shuttle,pairflip_40,1,DAS,0.7100097142415601,pairflip,40
shuttle,pairflip_40,2,DAS,0.5671391937519593,pairflip,40
shuttle,pairflip_40,3,DAS,0.6999504505045846,pairflip,40
shuttle,pairflip_40,4,DAS,0.6435266415158404,pairflip,40
shuttle,symmetric_10,0,DAS,0.9084811594429624,symmetric,10
shuttle,symmetric_10,1,DAS,0.9385662358666296,symmetric,10
shuttle,symmetric_10,2,DAS,0.8835747248657457,symmetric,10
shuttle,symmetric_10,3,DAS,0.9430203471186368,symmetric,10
shuttle,symmetric_10,4,DAS,0.9141437604852238,symmetric,10
shuttle,symmetric_20,0,DAS,0.8422258529957463,symmetric,20
shuttle,symmetric_20,1,DAS,0.8866855089044965,symmetric,20
shuttle,symmetric_20,2,DAS,0.7476597282544089,symmetric,20
shuttle,symmetric_20,3,DAS,0.8734743498683221,symmetric,20
shuttle,symmetric_20,4,DAS,0.853307689992182,symmetric,20
shuttle,symmetric_30,0,DAS,0.7418522989824228,symmetric,30
shuttle,symmetric_30,1,DAS,0.7435921671421515,symmetric,30
shuttle,symmetric_30,2,DAS,0.8519187389382825,symmetric,30
shuttle,symmetric_30,3,DAS,0.7435318430166689,symmetric,30
shuttle,symmetric_30,4,DAS,0.7387147746450828,symmetric,30
shuttle,symmetric_40,0,DAS,0.7253307827043873,symmetric,40
shuttle,symmetric_40,1,DAS,0.7298248897884548,symmetric,40
shuttle,symmetric_40,2,DAS,0.7296529830763171,symmetric,40
shuttle,symmetric_40,3,DAS,0.7324209325161404,symmetric,40
shuttle,symmetric_40,4,DAS,0.7299147453693415,symmetric,40
cifar10,asymmetric_10,0,RF,0.821381647871825,asymmetric,10
cifar10,asymmetric_10,1,RF,0.8294235363256174,asymmetric,10
cifar10,asymmetric_10,2,RF,0.8273853105509854,asymmetric,10
cifar10,asymmetric_10,3,RF,0.8262913674677653,asymmetric,10
cifar10,asymmetric_10,4,RF,0.8175929006243365,asymmetric,10
cifar10,asymmetric_20,0,RF,0.8174082800539659,asymmetric,20
cifar10,asymmetric_20,1,RF,0.8222185461309074,asymmetric,20
cifar10,asymmetric_20,2,RF,0.8208221657885983,asymmetric,20
cifar10,asymmetric_20,3,RF,0.8236826362319041,asymmetric,20
cifar10,asymmetric_20,4,RF,0.8128843740131592,asymmetric,20
cifar10,asymmetric_30,0,RF,0.8030557525015849,asymmetric,30
cifar10,asymmetric_30,1,RF,0.8091423751891405,asymmetric,30
cifar10,asymmetric_30,2,RF,0.8052407070912027,asymmetric,30
cifar10,asymmetric_30,3,RF,0.8083627290464005,asymmetric,30
cifar10,asymmetric_30,4,RF,0.8032302399897452,asymmetric,30
cifar10,asymmetric_40,0,RF,0.7342694020862717,asymmetric,40
cifar10,asymmetric_40,1,RF,0.7493143197853223,asymmetric,40
cifar10,asymmetric_40,2,RF,0.7481208623433455,asymmetric,40
cifar10,asymmetric_40,3,RF,0.7389933306482332,asymmetric,40
cifar10,asymmetric_40,4,RF,0.7376449890254715,asymmetric,40
cifar10,c10n_aggre_0,0,RF,0.8223095005276913,c10n_aggre,0
cifar10,c10n_aggre_0,1,RF,0.829423580108308,c10n_aggre,0
cifar10,c10n_aggre_0,2,RF,0.8244940446619061,c10n_aggre,0
cifar10,c10n_aggre_0,3,RF,0.8247351813926518,c10n_aggre,0
cifar10,c10n_aggre_0,4,RF,0.8196013094958591,c10n_aggre,0
cifar10,c10n_random1_0,0,RF,0.8180739457679003,c10n_random1,0
cifar10,c10n_random1_0,1,RF,0.8269730335497462,c10n_random1,0
cifar10,c10n_random1_0,2,RF,0.8201608052972474,c10n_random1,0
cifar10,c10n_random1_0,3,RF,0.8242105163664556,c10n_random1,0
cifar10,c10n_random1_0,4,RF,0.8139861564276643,c10n_random1,0
cifar10,c10n_worse_0,0,RF,0.7844709752041837,c10n_worse,0
cifar10,c10n_worse_0,1,RF,0.7907987099201309,c10n_worse,0
cifar10,c10n_worse_0,2,RF,0.7836006213012745,c10n_worse,0
cifar10,c10n_worse_0,3,RF,0.7887549588027263,c10n_worse,0
cifar10,c10n_worse_0,4,RF,0.7807767578167407,c10n_worse,0
cifar10,clean_0,0,RF,0.8252165334223971,clean,0
cifar10,clean_0,1,RF,0.8319206337440672,clean,0
cifar10,clean_0,2,RF,0.8255379800704732,clean,0
cifar10,clean_0,3,RF,0.8283288203631158,clean,0
cifar10,clean_0,4,RF,0.8175924274236606,clean,0
cifar10,pairflip_40,0,RF,0.7613642147349264,pairflip,40
cifar10,pairflip_40,1,RF,0.7622921967647214,pairflip,40
cifar10,pairflip_40,2,RF,0.7609136017141237,pairflip,40
cifar10,pairflip_40,3,RF,0.7575803353069035,pairflip,40
cifar10,pairflip_40,4,RF,0.7603545539770338,pairflip,40
cifar10,symmetric_10,0,RF,0.8221337905920558,symmetric,10
cifar10,symmetric_10,1,RF,0.8288225417857564,symmetric,10
cifar10,symmetric_10,2,RF,0.8283911708035172,symmetric,10
cifar10,symmetric_10,3,RF,0.8311184105511871,symmetric,10
cifar10,symmetric_10,4,RF,0.817008047392588,symmetric,10
cifar10,symmetric_20,0,RF,0.8219263066016864,symmetric,20
cifar10,symmetric_20,1,RF,0.8318937824144875,symmetric,20
cifar10,symmetric_20,2,RF,0.825246071170249,symmetric,20
cifar10,symmetric_20,3,RF,0.825329517477458,symmetric,20
cifar10,symmetric_20,4,RF,0.8136043525549917,symmetric,20
cifar10,symmetric_30,0,RF,0.8225146812186548,symmetric,30
cifar10,symmetric_30,1,RF,0.8252634710706983,symmetric,30
cifar10,symmetric_30,2,RF,0.8211428510988963,symmetric,30
cifar10,symmetric_30,3,RF,0.8277150410034796,symmetric,30
cifar10,symmetric_30,4,RF,0.8154245879201882,symmetric,30
cifar10,symmetric_40,0,RF,0.8156084792366627,symmetric,40
cifar10,symmetric_40,1,RF,0.8231843050370017,symmetric,40
cifar10,symmetric_40,2,RF,0.8172359613575105,symmetric,40
cifar10,symmetric_40,3,RF,0.8224028855871331,symmetric,40
cifar10,symmetric_40,4,RF,0.8090846299168885,symmetric,40
fmnist,asymmetric_10,0,RF,0.8672177456332795,asymmetric,10
fmnist,asymmetric_10,1,RF,0.8541270603978713,asymmetric,10
fmnist,asymmetric_10,2,RF,0.858544458088067,asymmetric,10
fmnist,asymmetric_10,3,RF,0.8552722885226052,asymmetric,10
fmnist,asymmetric_10,4,RF,0.8591602349438545,asymmetric,10
fmnist,asymmetric_20,0,RF,0.8679473323631098,asymmetric,20
fmnist,asymmetric_20,1,RF,0.8551192980983725,asymmetric,20
fmnist,asymmetric_20,2,RF,0.8524437458709674,asymmetric,20
fmnist,asymmetric_20,3,RF,0.8556136536832127,asymmetric,20
fmnist,asymmetric_20,4,RF,0.856577544983708,asymmetric,20
fmnist,asymmetric_30,0,RF,0.8619139992269901,asymmetric,30
fmnist,asymmetric_30,1,RF,0.848637936697395,asymmetric,30
fmnist,asymmetric_30,2,RF,0.8465322411897718,asymmetric,30
fmnist,asymmetric_30,3,RF,0.8513098213053988,asymmetric,30
fmnist,asymmetric_30,4,RF,0.8543054358644321,asymmetric,30
fmnist,asymmetric_40,0,RF,0.8218671933880419,asymmetric,40
fmnist,asymmetric_40,1,RF,0.8008109176795808,asymmetric,40
fmnist,asymmetric_40,2,RF,0.7948055332645302,asymmetric,40
fmnist,asymmetric_40,3,RF,0.8061727020449286,asymmetric,40
fmnist,asymmetric_40,4,RF,0.8108236921593642,asymmetric,40
fmnist,clean_0,0,RF,0.8673267433716685,clean,0
fmnist,clean_0,1,RF,0.8589583360542907,clean,0
fmnist,clean_0,2,RF,0.857313171071044,clean,0
fmnist,clean_0,3,RF,0.8566462219574973,clean,0
fmnist,clean_0,4,RF,0.8643602553391977,clean,0
fmnist,pairflip_40,0,RF,0.8213241663875281,pairflip,40
fmnist,pairflip_40,1,RF,0.8075301853693144,pairflip,40
fmnist,pairflip_40,2,RF,0.8186544053771696,pairflip,40
fmnist,pairflip_40,3,RF,0.8143301340195185,pairflip,40
fmnist,pairflip_40,4,RF,0.8086865646100163,pairflip,40
fmnist,symmetric_10,0,RF,0.8662149069761812,symmetric,10
fmnist,symmetric_10,1,RF,0.8562758257201052,symmetric,10
fmnist,symmetric_10,2,RF,0.8575995404333454,symmetric,10
fmnist,symmetric_10,3,RF,0.856293431398376,symmetric,10
fmnist,symmetric_10,4,RF,0.8616351654968906,symmetric,10
fmnist,symmetric_20,0,RF,0.8682322354029612,symmetric,20
fmnist,symmetric_20,1,RF,0.853836715428914,symmetric,20
fmnist,symmetric_20,2,RF,0.8566496589716335,symmetric,20
fmnist,symmetric_20,3,RF,0.8536398119606645,symmetric,20
fmnist,symmetric_20,4,RF,0.8588102714752335,symmetric,20
fmnist,symmetric_30,0,RF,0.8672296507330977,symmetric,30
fmnist,symmetric_30,1,RF,0.857814270279806,symmetric,30
fmnist,symmetric_30,2,RF,0.8563821845324778,symmetric,30
fmnist,symmetric_30,3,RF,0.8551367482414761,symmetric,30
fmnist,symmetric_30,4,RF,0.865354626180844,symmetric,30
fmnist,symmetric_40,0,RF,0.8605078935888958,symmetric,40
fmnist,symmetric_40,1,RF,0.8496205453117739,symmetric,40
fmnist,symmetric_40,2,RF,0.8504850842075277,symmetric,40
fmnist,symmetric_40,3,RF,0.8557578009792695,symmetric,40
fmnist,symmetric_40,4,RF,0.8600366849180403,symmetric,40
cifar10,asymmetric_10,0,XGB,0.8661232490658353,asymmetric,10
cifar10,asymmetric_10,1,XGB,0.8727080299124002,asymmetric,10
cifar10,asymmetric_10,2,XGB,0.8690091169379279,asymmetric,10
cifar10,asymmetric_10,3,XGB,0.8764133168374606,asymmetric,10
cifar10,asymmetric_10,4,XGB,0.8584323822895568,asymmetric,10
cifar10,asymmetric_20,0,XGB,0.8393884962022995,asymmetric,20
cifar10,asymmetric_20,1,XGB,0.853132106076622,asymmetric,20
cifar10,asymmetric_20,2,XGB,0.8527134522569148,asymmetric,20
cifar10,asymmetric_20,3,XGB,0.8536901794151,asymmetric,20
cifar10,asymmetric_20,4,XGB,0.8455591925675077,asymmetric,20
cifar10,asymmetric_30,0,XGB,0.7944800350437847,asymmetric,30
cifar10,asymmetric_30,1,XGB,0.8065301782842782,asymmetric,30
cifar10,asymmetric_30,2,XGB,0.8030771001864176,asymmetric,30
cifar10,asymmetric_30,3,XGB,0.8076860183425335,asymmetric,30
cifar10,asymmetric_30,4,XGB,0.7994249494780189,asymmetric,30
cifar10,asymmetric_40,0,XGB,0.6699321948860996,asymmetric,40
cifar10,asymmetric_40,1,XGB,0.6805867588397897,asymmetric,40
cifar10,asymmetric_40,2,XGB,0.6616710611229665,asymmetric,40
cifar10,asymmetric_40,3,XGB,0.6767265235156553,asymmetric,40
cifar10,asymmetric_40,4,XGB,0.6744248418389313,asymmetric,40
cifar10,c10n_aggre_0,0,XGB,0.8626434172702284,c10n_aggre,0
cifar10,c10n_aggre_0,1,XGB,0.869158435954508,c10n_aggre,0
cifar10,c10n_aggre_0,2,XGB,0.8624551169607683,c10n_aggre,0
cifar10,c10n_aggre_0,3,XGB,0.8746716628561326,c10n_aggre,0
cifar10,c10n_aggre_0,4,XGB,0.8664938412099783,c10n_aggre,0
cifar10,c10n_random1_0,0,XGB,0.8546625021806014,c10n_random1,0
cifar10,c10n_random1_0,1,XGB,0.8627189299494503,c10n_random1,0
cifar10,c10n_random1_0,2,XGB,0.8613808258833877,c10n_random1,0
cifar10,c10n_random1_0,3,XGB,0.8671071289782958,c10n_random1,0
cifar10,c10n_random1_0,4,XGB,0.8552885108520828,c10n_random1,0
cifar10,c10n_worse_0,0,XGB,0.7943421732997286,c10n_worse,0
cifar10,c10n_worse_0,1,XGB,0.7957118506716613,c10n_worse,0
cifar10,c10n_worse_0,2,XGB,0.7974717007024377,c10n_worse,0
cifar10,c10n_worse_0,3,XGB,0.8107721497095287,c10n_worse,0
cifar10,c10n_worse_0,4,XGB,0.7983397013691804,c10n_worse,0
cifar10,clean_0,0,XGB,0.8724506338070002,clean,0
cifar10,clean_0,1,XGB,0.8775241438748547,clean,0
cifar10,clean_0,2,XGB,0.8781512492753143,clean,0
cifar10,clean_0,3,XGB,0.8837818298485333,clean,0
cifar10,clean_0,4,XGB,0.8710635701747232,clean,0
cifar10,pairflip_40,0,XGB,0.748734166115739,pairflip,40
cifar10,pairflip_40,1,XGB,0.7556707975103301,pairflip,40
cifar10,pairflip_40,2,XGB,0.7559746746705502,pairflip,40
cifar10,pairflip_40,3,XGB,0.7555636293070446,pairflip,40
cifar10,pairflip_40,4,XGB,0.7580938177302541,pairflip,40
cifar10,symmetric_10,0,XGB,0.8712738328368073,symmetric,10
cifar10,symmetric_10,1,XGB,0.8709955322355304,symmetric,10
cifar10,symmetric_10,2,XGB,0.8700262585661817,symmetric,10
cifar10,symmetric_10,3,XGB,0.8777497046532577,symmetric,10
cifar10,symmetric_10,4,XGB,0.8690537993005213,symmetric,10
cifar10,symmetric_20,0,XGB,0.8557061053602663,symmetric,20
cifar10,symmetric_20,1,XGB,0.8609683406899944,symmetric,20
cifar10,symmetric_20,2,XGB,0.8588958970110427,symmetric,20
cifar10,symmetric_20,3,XGB,0.8673114386502462,symmetric,20
cifar10,symmetric_20,4,XGB,0.8560065688464549,symmetric,20
cifar10,symmetric_30,0,XGB,0.8515124113802759,symmetric,30
cifar10,symmetric_30,1,XGB,0.8557743953579087,symmetric,30
cifar10,symmetric_30,2,XGB,0.8463050493058736,symmetric,30
cifar10,symmetric_30,3,XGB,0.8553984217761922,symmetric,30
cifar10,symmetric_30,4,XGB,0.8489120930882743,symmetric,30
cifar10,symmetric_40,0,XGB,0.8309067222647164,symmetric,40
cifar10,symmetric_40,1,XGB,0.8332666675047111,symmetric,40
cifar10,symmetric_40,2,XGB,0.8350701875945298,symmetric,40
cifar10,symmetric_40,3,XGB,0.8411347835615857,symmetric,40
cifar10,symmetric_40,4,XGB,0.8299180268844223,symmetric,40
fmnist,asymmetric_10,0,XGB,0.8982877928727525,asymmetric,10
fmnist,asymmetric_10,1,XGB,0.890044449376599,asymmetric,10
fmnist,asymmetric_10,2,XGB,0.8883819374642032,asymmetric,10
fmnist,asymmetric_10,3,XGB,0.8876165304132948,asymmetric,10
fmnist,asymmetric_10,4,XGB,0.8955222894898871,asymmetric,10
fmnist,asymmetric_20,0,XGB,0.8859217754653346,asymmetric,20
fmnist,asymmetric_20,1,XGB,0.8778750086630918,asymmetric,20
fmnist,asymmetric_20,2,XGB,0.8837646653857452,asymmetric,20
fmnist,asymmetric_20,3,XGB,0.8777544143082734,asymmetric,20
fmnist,asymmetric_20,4,XGB,0.8855635940922679,asymmetric,20
fmnist,asymmetric_30,0,XGB,0.851973587873708,asymmetric,30
fmnist,asymmetric_30,1,XGB,0.8438906473339447,asymmetric,30
fmnist,asymmetric_30,2,XGB,0.8390845678513822,asymmetric,30
fmnist,asymmetric_30,3,XGB,0.8421305553197677,asymmetric,30
fmnist,asymmetric_30,4,XGB,0.850287424598925,asymmetric,30
fmnist,asymmetric_40,0,XGB,0.7138710380995293,asymmetric,40
fmnist,asymmetric_40,1,XGB,0.6988057210568999,asymmetric,40
fmnist,asymmetric_40,2,XGB,0.7091944234532603,asymmetric,40
fmnist,asymmetric_40,3,XGB,0.7071062308242015,asymmetric,40
fmnist,asymmetric_40,4,XGB,0.7085096591791686,asymmetric,40
fmnist,clean_0,0,XGB,0.9015703225700008,clean,0
fmnist,clean_0,1,XGB,0.8936100958543299,clean,0
fmnist,clean_0,2,XGB,0.8974279640803908,clean,0
fmnist,clean_0,3,XGB,0.8917959255316745,clean,0
fmnist,clean_0,4,XGB,0.8981683614265957,clean,0
fmnist,pairflip_40,0,XGB,0.7821706865716319,pairflip,40
fmnist,pairflip_40,1,XGB,0.7714959760515855,pairflip,40
fmnist,pairflip_40,2,XGB,0.7939809552269134,pairflip,40
fmnist,pairflip_40,3,XGB,0.7885267827676987,pairflip,40
fmnist,pairflip_40,4,XGB,0.7853403530084373,pairflip,40
fmnist,symmetric_10,0,XGB,0.8969377547574302,symmetric,10
fmnist,symmetric_10,1,XGB,0.8896493283140273,symmetric,10
fmnist,symmetric_10,2,XGB,0.8893706634751426,symmetric,10
fmnist,symmetric_10,3,XGB,0.8882550622534259,symmetric,10
fmnist,symmetric_10,4,XGB,0.8963740999549289,symmetric,10
fmnist,symmetric_20,0,XGB,0.890981827185948,symmetric,20
fmnist,symmetric_20,1,XGB,0.8825168647102478,symmetric,20
fmnist,symmetric_20,2,XGB,0.8879275993202848,symmetric,20
fmnist,symmetric_20,3,XGB,0.8798988181810067,symmetric,20
fmnist,symmetric_20,4,XGB,0.8895293124624004,symmetric,20
fmnist,symmetric_30,0,XGB,0.8855925759630082,symmetric,30
fmnist,symmetric_30,1,XGB,0.8777362741270457,symmetric,30
fmnist,symmetric_30,2,XGB,0.8797060961173786,symmetric,30
fmnist,symmetric_30,3,XGB,0.877783992634346,symmetric,30
fmnist,symmetric_30,4,XGB,0.8836774370733755,symmetric,30
fmnist,symmetric_40,0,XGB,0.8695092697903221,symmetric,40
fmnist,symmetric_40,1,XGB,0.8646599438856853,symmetric,40
fmnist,symmetric_40,2,XGB,0.8661971482704489,symmetric,40
fmnist,symmetric_40,3,XGB,0.8688437578905719,symmetric,40
fmnist,symmetric_40,4,XGB,0.8744137009163426,symmetric,40
cifar10,asymmetric_10,0,ET,0.832074855444748,asymmetric,10
cifar10,asymmetric_10,1,ET,0.8309393799086788,asymmetric,10
cifar10,asymmetric_10,2,ET,0.8306247628762542,asymmetric,10
cifar10,asymmetric_10,3,ET,0.8384750660791911,asymmetric,10
cifar10,asymmetric_10,4,ET,0.8239950615696188,asymmetric,10
cifar10,asymmetric_20,0,ET,0.8233857685674746,asymmetric,20
cifar10,asymmetric_20,1,ET,0.8293487439042664,asymmetric,20
cifar10,asymmetric_20,2,ET,0.8239698774942295,asymmetric,20
cifar10,asymmetric_20,3,ET,0.8312379035589489,asymmetric,20
cifar10,asymmetric_20,4,ET,0.8228354806067735,asymmetric,20
cifar10,asymmetric_30,0,ET,0.8126184735443965,asymmetric,30
cifar10,asymmetric_30,1,ET,0.8183462911795715,asymmetric,30
cifar10,asymmetric_30,2,ET,0.8115358751154776,asymmetric,30
cifar10,asymmetric_30,3,ET,0.817341662506035,asymmetric,30
cifar10,asymmetric_30,4,ET,0.803918424386824,asymmetric,30
cifar10,asymmetric_40,0,ET,0.7419532725535698,asymmetric,40
cifar10,asymmetric_40,1,ET,0.7424390872472333,asymmetric,40
cifar10,asymmetric_40,2,ET,0.7517446036093836,asymmetric,40
cifar10,asymmetric_40,3,ET,0.7538777521326918,asymmetric,40
cifar10,asymmetric_40,4,ET,0.7468555907984333,asymmetric,40
cifar10,c10n_aggre_0,0,ET,0.8314192868716184,c10n_aggre,0
cifar10,c10n_aggre_0,1,ET,0.8335552164026758,c10n_aggre,0
cifar10,c10n_aggre_0,2,ET,0.8278462429289124,c10n_aggre,0
cifar10,c10n_aggre_0,3,ET,0.8317730886926835,c10n_aggre,0
cifar10,c10n_aggre_0,4,ET,0.8236235672680993,c10n_aggre,0
cifar10,c10n_random1_0,0,ET,0.8242721389723737,c10n_random1,0
cifar10,c10n_random1_0,1,ET,0.8267548004034044,c10n_random1,0
cifar10,c10n_random1_0,2,ET,0.8302932324305257,c10n_random1,0
cifar10,c10n_random1_0,3,ET,0.83192533395847,c10n_random1,0
cifar10,c10n_random1_0,4,ET,0.8164672556243712,c10n_random1,0
cifar10,c10n_worse_0,0,ET,0.7825505368208124,c10n_worse,0
cifar10,c10n_worse_0,1,ET,0.7891450189404858,c10n_worse,0
cifar10,c10n_worse_0,2,ET,0.7934137245360772,c10n_worse,0
cifar10,c10n_worse_0,3,ET,0.795968687712676,c10n_worse,0
cifar10,c10n_worse_0,4,ET,0.7875278935342128,c10n_worse,0
cifar10,clean_0,0,ET,0.8272198418452742,clean,0
cifar10,clean_0,1,ET,0.8353956603182026,clean,0
cifar10,clean_0,2,ET,0.8319763060925702,clean,0
cifar10,clean_0,3,ET,0.8356064771779084,clean,0
cifar10,clean_0,4,ET,0.8250001737464598,clean,0
cifar10,pairflip_40,0,ET,0.7649518453535251,pairflip,40
cifar10,pairflip_40,1,ET,0.7602890181303842,pairflip,40
cifar10,pairflip_40,2,ET,0.765243199032779,pairflip,40
cifar10,pairflip_40,3,ET,0.7643357257199253,pairflip,40
cifar10,pairflip_40,4,ET,0.765178216336313,pairflip,40
cifar10,symmetric_10,0,ET,0.8325632366960145,symmetric,10
cifar10,symmetric_10,1,ET,0.8364055016849475,symmetric,10
cifar10,symmetric_10,2,ET,0.835652644502528,symmetric,10
cifar10,symmetric_10,3,ET,0.8368347612716935,symmetric,10
cifar10,symmetric_10,4,ET,0.8310569665473292,symmetric,10
cifar10,symmetric_20,0,ET,0.8268821003156607,symmetric,20
cifar10,symmetric_20,1,ET,0.8328887358023527,symmetric,20
cifar10,symmetric_20,2,ET,0.8329428797017625,symmetric,20
cifar10,symmetric_20,3,ET,0.830879517723224,symmetric,20
cifar10,symmetric_20,4,ET,0.826124219250312,symmetric,20
cifar10,symmetric_30,0,ET,0.8272381726259919,symmetric,30
cifar10,symmetric_30,1,ET,0.8316592133503556,symmetric,30
cifar10,symmetric_30,2,ET,0.8270089068696409,symmetric,30
cifar10,symmetric_30,3,ET,0.8330759939998936,symmetric,30
cifar10,symmetric_30,4,ET,0.8251946185717207,symmetric,30
cifar10,symmetric_40,0,ET,0.8229791898859726,symmetric,40
cifar10,symmetric_40,1,ET,0.8200089369332083,symmetric,40
